1390,3.8542,1
1490,4.2692,1
1390,3.9615,1
1450,3.6531,1
1280,4.0208,0
1550,4.4022,1
1580,4.28,1
1310,3.7083,0
1330,3.8947,1
1530,4.1154,0
1530,4.1154,0
1380,3.72,1
1450,4.0833,1
1460,4.1,1
1460,4.1,1
1450,3.4082,0
1410,4.0208,1
1270,3.5385,1
1380,3.9655,1
1600,4.1786,0
1600,4.1786,0
1380,3.9655,1
1270,3.86,0
1530,4.05,0
1530,4.4,1
1380,4.28,0
1520,3.963,1
1560,4.5625,1
1450,4.1538,1
1390,3.8333,1
1480,4.1458,1
1370,3.9583,1
1320,4.0208,0
1240,3.5,0
1540,4.1463,0
1540,4.1463,0
1510,3.3265,0
1390,4.1538,1
1420,4.2222,1
1520,4.1875,0
1340,3.6067,0
1340,3.6067,0
1340,3.4423,0
1290,3.14,0
940,3.0204,0
1550,4.04,0
1550,4.04,0
1440,4.25,0
1550,4.2069,1
1450,3.3,0
1450,3.3,0
1420,4.06,1
1370,3.4231,1
1460,3.9796,1
1330,3.9184,0
1450,3.3,0
1400,4.0769,1
1550,4.0577,0
1210,2.86,0
1570,4.2292,1
1420,3.6667,0
1570,4.1481,0
1550,3.8913,1
1390,4.1897,1
1350,4.02,0
1350,4.02,0
1380,3.3732,1
1540,4.2586,1
1480,4.0,1
1410,3.7963,0
1380,3.7647,1
1480,4.125,0
1320,3.66,0
1320,3.66,0
1550,4.0962,0
1410,3.8333,1
1480,4.098,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1480,4.098,0
1450,3.6667,0
1270,3.68,0
1290,3.4792,0
1480,3.8462,0
1480,3.8462,0
1480,3.8462,0
1480,3.8462,0
1480,3.8462,0
1320,3.7037,1
1320,3.7037,1
1320,3.7037,1
1320,3.7037,1
1390,4.1071,1
1490,4.3,0
1490,4.3,0
1600,4.4013,1
1470,4.0385,1
1460,4.0185,1
1600,4.56,1
1150,4.0909,1
1570,4.4,1
1490,4.3519,0
1210,3.4667,1
1400,3.8958,1
1350,4.125,1
1520,4.1111,0
1520,3.8462,1
1530,4.3333,1
1510,3.102,0
1580,4.34,1
1580,4.3148,1
1540,4.2321,0
1370,4.069,1
1340,3.5882,1
1530,3.8542,0
1500,4.06,1
1450,3.64,0
1530,3.4815,0
1380,3.9792,1
1510,4.1321,1
1500,3.9796,1
1490,4.449,1
1210,3.14,0
1400,3.8387,0
1400,3.3654,0
1380,4.0784,1
1510,3.6042,0
1510,3.6042,0
1340,3.7,1
1270,3.2917,0
1500,4.12,1
1500,4.12,1
1530,4.4583,1
1410,3.9184,1
1470,4.0741,1
1340,3.6042,1
1590,4.4175,1
1540,4.0408,1
1570,4.5294,1
1500,3.9796,1
1420,3.9286,0
1480,4.16,0
1560,3.8627,1
1560,4.3137,1
1270,3.3889,0
1350,3.2766,0
1400,3.8,1
1460,4.1923,1
1450,4.3704,1
1480,3.7821,1
1500,3.8,0
1530,4.52,0
1530,4.52,0
1550,4.0,0
1170,3.4423,0
1530,4.25,1
1550,4.06,1
1510,4.1346,1
1580,4.5385,0
1440,3.76,0
1500,4.3448,0
1560,4.5893,0
1490,4.1148,1
1450,3.8654,0
1440,3.76,0
1330,3.375,0
1570,4.3704,1
1590,4.56,0
1490,3.72,1
1410,3.8462,1
1460,4.18,1
1490,3.9434,1
1320,3.6122,1
1490,3.7736,0
1530,4.3542,0
1440,3.74,0
1540,4.0,1
1360,3.8,0
1460,4.0526,1
1410,4.0385,1
1540,3.5769,1
1520,3.8333,0
1380,3.0417,0
1530,3.8542,0
1540,4.4151,0
1560,3.537,0
1430,3.62,1
1360,3.5,1
1470,3.66,1
1300,3.52,1
1370,3.8125,1
